AIDP,ID,GENDER,NATIONALITY,MOHAFAZA,MAJOR_DESC,UG/GR,Med Student (Yes/No),New Student (Yes/No),GPA,Column1,TUITION,FATHER_STATUS,FATHER_JOB_STATUS,FATHER_INCOME,MOTHER_STATUS,MOTHER_JOB_STATUS,MOTHER_INCOME,SIBLING_AUB,SIBLING_UNIVERSITY,SIBLING_SCHOOL,TOTAL_SIBLING_INCOME,OTHER_RESOURCE,Othere resources (yes/no),STUDENT_STATMENT,Student statement (applicaple/non applicable),PERC,Main priorities,High/low priorities,ACAD_STAND
MEDIV,937,F,Lebanon,South,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,46419.1,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
MEDIV,938,M,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,Employed,76694.3,Married,UnEmployed,0,1,0,0,0,"Rent of Asset (Included in father Annual Income)

",yes,none,non applicable,25,priority 3,0,Good Standing
MEDIV,939,F,Lebanon,Baalbak Hermel,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,72336.21,Married,SelfEmployed,12774.54,0,1,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
MEDIV,940,F,Lebanon,Nabatieh,Medicine,GR,Yes,No,,,40948,Married,Self-Employed,43766.58,Married,UnEmployed,0,1,0,2,0,none,no,none,non applicable,20,priority 3,0,Good Standing
MEDIV,941,F,Lebanon,Mount Lebanon,Medicine,GR,Yes,No,,,40948,Married,UnEmloyed,79575.6,Married,Employed,21087.53,1,0,1,14323.61,"
Annual interest
",yes,none,non applicable,0,priority 4,0,Good Standing
MEDIV,942,F,Palestine,Bekaa,Medicine,GR,Yes,No,,,40948,Married,Employed,17705.57,Deceased,UnEmployed,0,1,0,0,0,uncle,yes,none,non applicable,20,priority 3,0,Good Standing
MEDIV,943,M,Lebanon,North,Medicine,GR,Yes,No,,,40948,Married,Employed,45198.94,Married,Employed,24535.81,0,0,0,0,Educational Benefits (This year there are discussions whether these benefits will be given to national employees),yes,none,non applicable,35,priority 3,1,Good Standing
MEDIV,944,F,Lebanon,Nabatieh,Medicine,GR,Yes,No,,,40948,Widowed,Employed,29188.33,Deceased,UnEmployed,0,0,0,1,0,Educational support,yes,none,non applicable,35,priority 3,1,Good Standing
FA,945,F,Lebanon,Bekaa,Biology,UG,No,Yes,,,11625,Married,Self-Employed,65000,Married,Never Worked,0,0,0,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,946,F,Lebanon,Beirut,Psychology,UG,No,Yes,,,10965,Divorced,Employed,0,Divorced,Employed,68951,0,1,0,0,"8,580- Educational benefits from the work of my mother",yes,My mother is the only provider for both my brother and I on all levels.,applicable,35,priority 3,1,Good Standing
FA,947,M,Lebanon,Aakkar,Computer Science,UG,No,Yes,,,11625,Married,UnEmloyed,0,Married,Employed,84000,0,0,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,948,M,Lebanon,Mount Lebanon,Nursing,UG,No,Yes,,,8764,Married,Employed,7808,Married,Never Worked,0,0,0,0,958,none,no,none,non applicable,40,priority 2,1,Good Standing
FA,949,F,Lebanon,n/a,Finance,GR,No,Yes,,,6378,Married,Retired,0,Married,Retired,2000,0,0,0,500,"
Retirement pension",yes,none,non applicable,0,priority 4,0,Good Standing
FA,950,F,Lebanon,Mount Lebanon,Civil Engineering,UG,No,Yes,,,13110,Married,Employed,12000,Married,Employed,6400,1,0,2,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,951,M,Lebanon,Mount Lebanon,Mechanical Engineering,UG,No,Yes,,,13110,Married,UnEmloyed,0,Married,Employed,3600,0,0,2,0,Bank Interest (IN L.L.),yes,none,non applicable,0,priority 4,0,Good Standing
FA,952,F,Palestine,North,Univ.Preparation Program,UG,No,Yes,,,6780,Married,UnEmloyed,0,Married,Employed,18344,0,1,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,953,F,Palestine,South,Applied Mathematics,UG,No,Yes,,,11625,Married,Employed,39202,Married,Employed,2000,0,0,1,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,954,M,Lebanon,Beirut,Business Administration,UG,No,Yes,,,12690,Married,Self-Employed,24000,Married,Employed,36000,1,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,956,M,Lebanon,Beirut,Computer & Communications Eng.,UG,No,Yes,,,13110,Married,Employed,21000,Married,UnEmployed,0,0,0,2,0,student scholarships (educational benefits),yes,my brother has a health condition and requires 700$ worth of hormones every month. The government does not help us anymore with the medication so we have to pay everything alone.,applicable,20,priority 3,0,Good Standing
FA,957,F,Lebanon,Bekaa,Chemical Engineering,UG,No,Yes,,,13110,Married,Self-Employed,16762,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,958,F,Lebanon,Beirut,M.Busines Analytics,GR,No,Yes,,,6378,Married,Retired,32000,Married,UnEmployed,0,0,1,0,0,none,no,"

My Father ,  who was the only working person in the family and was retired in 2016 became the only source of current 
Income to us  .",applicable,0,priority 4,0,Good Standing
FA,959,M,Palestine,Mount Lebanon,Computer Science,UG,No,Yes,,,11625,Married,Self-Employed,15000,Married,Never Worked,0,0,0,2,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,960,F,Palestine,South,Univ.Preparation Program,UG,No,Yes,,,6780,Married,Self-Employed,6000,Married,Never Worked,0,0,2,0,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,961,F,United States of America,Beirut,Computer & Communications Eng.,UG,No,Yes,,,13110,Married,Self-Employed,20000,Married,UnEmployed,0,1,0,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,962,M,Lebanon,Mount Lebanon,Mechanical Engineering,UG,No,Yes,,,13110,Married,Employed,46565,Married,Retired,0,0,1,0,0,"
educational benefits",yes,none,non applicable,50,priority 2,1,Good Standing
FA,963,F,Lebanon,Nabatieh,Computer Science,UG,No,Yes,,,11625,Married,UnEmloyed,0,Married,Never Worked,0,0,0,0,18000,Family Help,yes,none,non applicable,40,priority 2,1,Good Standing
FA,964,F,Lebanon,Beirut,Nursing,UG,No,Yes,,,8764,Married,Employed,18200,Married,UnEmployed,0,1,0,0,0,"Educational benefits from the government.

Not fixed percentage so the number down isnt accurate",yes,none,non applicable,30,priority 3,0,Good Standing
FA,965,F,Palestine,Beirut,Univ.Preparation Program,UG,No,Yes,,,6780,Married,Self-Employed,10000,Married,UnEmployed,0,0,0,3,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,966,M,Lebanon,Mount Lebanon,Medical Laboratory Sciences,UG,No,Yes,,,12210,Married,Self-Employed,55000,Married,UnEmployed,0,1,0,0,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,967,F,Lebanon,Mount Lebanon,Univ.Preparation Program,UG,No,Yes,,,6780,Deceased,Self-Employed,0,Widowed,UnEmployed,0,0,0,0,0,Family help from my uncles,yes,none,non applicable,0,priority 4,0,Good Standing
FA,968,F,Lebanon,Mount Lebanon,Business Administration,UG,No,Yes,,,12690,Divorced,Employed,63071,Divorced,UnEmployed,0,1,0,1,0,"Father,s work educational benefit",yes,none,non applicable,20,priority 3,0,Good Standing
FA,969,F,Lebanon,n/a,Landscape Architecture,UG,No,Yes,,,11835,Married,Employed,45000,Married,UnEmployed,0,0,0,2,0,Income from rent on assets,yes,"
Our country of residence is getting more expensive, and the annual income is not always enough for our family's annual expenses.",applicable,25,priority 3,0,Good Standing
FA,970,F,Lebanon,South,Computer & Communications Eng.,UG,No,Yes,,,13110,Married,Retired,34000,Married,UnEmployed,0,0,1,1,0,Educational benefits from Banque du Liban,yes,none,non applicable,35,priority 3,1,Good Standing
FA,971,F,Lebanon,Bekaa,Chemistry,UG,No,Yes,,,11625,Married,Self-Employed,24000,Married,UnEmployed,0,0,2,0,0,none,no,"
Hey, my financial situation is not very good since my father got married for a second time so he has 2 families to tale care of..and I really really need a financial aid ..thank you",applicable,0,priority 4,0,Good Standing
FA,972,M,Syria,n/a,Chemical Engineering,UG,No,Yes,,,13110,Married,Employed,13200,Married,Never Worked,0,0,1,0,0,Scholarship at University for my Sister  from ULYP,yes,"My parents can't provide me with the tuition fees to fulfill my dream and attain AUB. Similarly, 3 years ago it was my sister situation, but with the help of an organization the dream become true.",applicable,25,priority 3,0,Good Standing
FA,973,F,Lebanon,Beirut,Industrial Engineering,UG,No,Yes,,,13110,Married,UnEmloyed,0,Married,Employed,86800,0,0,1,0,"
work educational benefits and transportation",yes,none,non applicable,0,priority 4,0,Good Standing
FA,974,F,Lebanon,Baalbak Hermel,Business Administration,GR,No,Yes,,,6378,Married,Employed,24000,Married,Employed,18000,0,0,0,40200,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,975,F,Lebanon,South,Master of Public Health,GR,No,Yes,,,13719,Divorced,Retired,0,Divorced,Never Worked,0,0,0,0,0,Retirement Salary,yes,none,non applicable,0,priority 4,0,Good Standing
FA,976,M,Nigeria,n/a,Business Administration,GR,No,Yes,,,12756,Married,Retired,0,Married,Retired,0,0,2,2,18000,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,977,M,Lebanon,Mount Lebanon,Computer Science,UG,No,Yes,,,11625,Married,Self-Employed,18000,Married,UnEmployed,0,0,0,0,30000,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,979,F,Lebanon,Mount Lebanon,Psychology,UG,No,Yes,,,10965,Married,Employed,31088,Married,Employed,24024,1,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,980,M,Lebanon,Beirut,Electrical & Computer Eng'g,UG,No,Yes,,,13110,Married,Self-Employed,18334,Married,Employed,51078,0,0,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,981,F,Lebanon,South,Majorless,UG,No,Yes,,,4518,Married,Employed,63117,Married,Never Worked,0,0,1,0,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,982,F,Lebanon,Bekaa,Univ.Preparation Program,UG,No,Yes,,,6780,Married,UnEmloyed,0,Married,UnEmployed,0,0,0,3,0,"Income from farming of land
Family help",yes,none,non applicable,0,priority 4,0,Good Standing
FA,984,F,Lebanon,South,Landscape Architecture,UG,No,Yes,,,11835,Married,Self-Employed,31000,Married,UnEmployed,0,0,1,2,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,985,F,Lebanon,North,Archaeology,UG,No,Yes,,,10965,Divorced,Employed,0,Divorced,SelfEmployed,24000,0,0,0,0,none,no,Information about the applicant's father is unknown since there is no contact with the father.,applicable,70,priority 1,1,Good Standing
FA,986,M,Lebanon,North,Economics,UG,No,Yes,,,10965,Married,Self-Employed,47500,Married,UnEmployed,0,0,0,0,47200,Property lot number 3620/4 Rented (see supporting document),yes,none,non applicable,25,priority 3,0,Good Standing
FA,987,M,Lebanon,Baalbak Hermel,Mechanical Engineering,UG,No,Yes,,,13110,Married,Self-Employed,22282,Married,SelfEmployed,12733,1,0,2,19100,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,988,F,Lebanon,Beirut,Chemical Engineering,UG,No,Yes,,,13110,Married,Employed,53798,Married,Never Worked,0,0,0,0,0,Educational Benefit,yes,none,non applicable,25,priority 3,0,Good Standing
FA,989,F,Lebanon,North,Sociology & Anthropology,UG,No,Yes,,,10965,Married,Employed,54500,Married,Employed,39282,1,0,1,0,Educational benefits,yes,none,non applicable,0,priority 4,0,Good Standing
FA,990,F,Palestine,Beirut,Education/Elementary,UG,No,Yes,,,10965,Married,UnEmloyed,0,Married,Employed,15000,0,1,1,0,Makassed scholaship for the employee`s children,yes,none,non applicable,70,priority 1,1,Good Standing
FA,992,M,Lebanon,n/a,Computer & Communications Eng.,UG,No,No,4,A ,13110,Married,Employed,0,Married,Employed,0,0,0,0,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,993,M,Lebanon,0,Business Administration,UG,No,Yes,,,12690,Married,UnEmloyed,0,Married,Never Worked,0,0,0,0,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,995,F,Lebanon,Beirut,Business Administration,UG,No,Yes,,,12690,Married,Employed,40360,Married,UnEmployed,0,1,0,1,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,996,F,Lebanon,Mount Lebanon,Medical Laboratory Sciences,UG,No,Yes,,,12210,Married,Self-Employed,0,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,997,M,Lebanon,Beirut,Computer & Communications Eng.,UG,No,Yes,,,13110,Married,Self-Employed,7500,Married,Never Worked,0,0,1,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,998,F,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,Yes,,,13110,Married,Never Worked,0,Married,Employed,29457,1,0,0,0,none,no,none,non applicable,35,priority 3,1,Good Standing
FA,999,F,Lebanon,Nabatieh,English Language,UG,No,Yes,,,10965,Married,Employed,7992,Married,UnEmployed,0,0,1,0,0,Store Rental,yes,none,non applicable,70,priority 1,1,Good Standing
FA,1001,F,Lebanon,Nabatieh,Nutrition,GR,No,Yes,,,9369,Married,Employed,3500,Married,UnEmployed,0,0,1,1,0,"
Lama Ibrahim, Cousin",yes,none,non applicable,0,priority 4,0,Good Standing
FA,1002,F,Lebanon,Mount Lebanon,Education/Elementary,UG,No,Yes,,,10965,Married,Self-Employed,8000,Married,Employed,31500,0,0,0,0,"
Educational benefit ffrom Lebanese university professors' mutual fund (taadod)",yes,none,non applicable,70,priority 1,1,Good Standing
FA,1003,M,Lebanon,North,Biology,UG,No,Yes,,,11625,Married,Employed,41400,Married,Never Worked,0,0,1,1,0,none,no,We are a family with limited income.,applicable,50,priority 2,1,Good Standing
FA,1004,F,Lebanon,Beirut,Computer Science,UG,No,Yes,,,11625,Married,Employed,24000,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,1005,M,Lebanon,Nabatieh,Nursing,UG,No,Yes,,,8764,Married,Employed,25836,Married,UnEmployed,0,0,0,2,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,1007,M,Lebanon,Beirut,Computer Science,UG,No,Yes,,,11625,Married,UnEmloyed,0,Married,UnEmployed,0,0,0,0,0,none,no,"MY father has been unemployed since November of 2019, and he was the sole bread-winner in the family.",applicable,0,priority 4,0,Good Standing
FA,1008,M,Lebanon,South,Biology,UG,No,Yes,,,11625,Married,Self-Employed,21000,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,1009,F,Lebanon,North,Engineering Management,GR,No,No,,,9855,Deceased,UnEmloyed,0,Widowed,Employed,53800,0,0,0,16300,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,1010,F,Syria,n/a,M.Busines Analytics,GR,No,No,,,6378,Divorced,Retired,60,Divorced,UnEmployed,0,0,0,2,0,My expenses per moth are $600 while I receive $800 salary.,yes,none,non applicable,0,priority 4,0,Good Standing
FA,1011,M,Lebanon,North,Neuroscience,GR,No,Yes,,,9279,Married,UnEmloyed,0,Married,SelfEmployed,20000,0,2,0,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,1013,F,Lebanon,Beirut,Architecture,UG,No,Yes,,,13110,Married,Self-Employed,40000,Married,UnEmployed,0,1,0,1,0,Basement rent,yes,none,non applicable,20,priority 3,0,Good Standing
FA,1014,F,Lebanon,Beirut,Biology,UG,No,No,3.5,A-,11625,Married,Self-Employed,45000,Married,Never Worked,0,0,0,0,24400,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,1015,F,Canada,n/a,Chemistry,UG,No,No,3.1,B+,10075,Married,Self-Employed,46000,Married,Never Worked,0,0,0,0,65000,none,no,"Because of the war in Syria, my dad's business has been really bad and we can't afford luxuries like we used to.",applicable,20,priority 3,0,Good Standing
FA,1016,M,Palestine,Aakkar,Computer & Communications Eng.,UG,No,Yes,,,10488,Married,Employed,1100,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,1017,F,Lebanon,South,Public Health Nutrition,GR,No,Yes,,,10330,Married,Employed,10800,Married,UnEmployed,0,0,0,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,1018,F,Lebanon,North,Business Administration,GR,No,No,,,6378,Married,Employed,660,Married,UnEmployed,0,0,0,0,12000,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,1019,M,Lebanon,South,Political Studies,UG,No,Yes,,,10965,Married,Employed,50000,Married,UnEmployed,0,0,3,0,0,none,no,none,non applicable,25,priority 3,0,Good Standing
FA,1020,M,Lebanon,South,Computer Science,UG,No,Yes,,,11625,Married,Employed,733349,Married,Employed,103352,0,1,0,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,1021,M,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,Yes,,,13110,Married,Self-Employed,25000,Married,Employed,2500,1,0,2,0,1000,yes,none,non applicable,0,priority 4,0,Good Standing
FA,1022,M,Lebanon,Mount Lebanon,Physics,GR,No,Yes,,,5826,Married,Self-Employed,7200,Married,Employed,5840,0,0,0,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,1024,F,Lebanon,Beirut,Agriculture,UG,No,Yes,,,11835,Deceased,UnEmloyed,0,Widowed,UnEmployed,0,0,1,0,0,"
Annual Help from Family",yes,none,non applicable,50,priority 2,1,Good Standing
FA,1025,M,Lebanon,South,Biology,UG,No,No,92.8,A,10075,Married,Self-Employed,92000,Married,Employed,36000,0,0,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,1026,F,Lebanon,Bekaa,Neuroscience,GR,No,Yes,,,9279,Married,Self-Employed,15000,Married,Employed,18400,0,1,0,26400,"
I get a 25% financial aid per semester from LAU.",yes,none,non applicable,0,priority 4,0,Good Standing
FA,1027,F,Lebanon,Bekaa,Pharmacology & Therapeutics,GR,No,Yes,,,7217,Married,Retired,866,Married,Employed,1600,0,1,0,500,none,no,My brother just strated university at Beirut Arab University and I feel that my family now are under pressure especially that they are unable to recieve extra loans.,applicable,0,priority 4,0,Good Standing
FA,1028,M,Lebanon,Mount Lebanon,Mechanical Engineering,UG,No,No,83.2,A-,13110,Married,Employed,42000,Married,Never Worked,0,0,1,0,0,"
Accomodation + Transportation",yes,none,non applicable,25,priority 3,0,Good Standing
FA,1029,F,Lebanon,Mount Lebanon,Business Administration,UG,No,Yes,,,12690,Married,Self-Employed,60000,Married,Employed,10000,0,0,1,0,none,no,none,non applicable,20,priority 3,0,Good Standing
FA,1030,F,Lebanon,Mount Lebanon,Nursing,UG,No,Yes,,,8764,Married,Self-Employed,11000,Married,Employed,36000,0,0,1,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,1031,F,Lebanon,Beirut,M.Busines Analytics,GR,No,No,,,6378,Married,Employed,0,Married,UnEmployed,0,0,0,0,0,none,no,none,non applicable,0,priority 4,0,Good Standing
FA,1032,M,Palestine,Mount Lebanon,Computational Science,GR,No,No,,,5826,Deceased,UnEmloyed,0,Widowed,Never Worked,0,0,0,0,0,annual help from family,yes,I have an older brother Ahmad who lives in Germany (immigrated to there) and waiting for the country's approval in order to work anything. He has no formal education.,applicable,0,priority 4,0,Good Standing
FA,1033,M,Lebanon,Mount Lebanon,Medical Laboratory Sciences,UG,No,No,2.9,B,9768,Married,Self-Employed,20000,Married,UnEmployed,0,0,0,2,0,"
Rent Income",yes,none,non applicable,50,priority 2,1,Good Standing
FA,1034,M,Lebanon,Mount Lebanon,Computer & Communications Eng.,UG,No,No,80.1,B+,13110,Divorced,Self-Employed,178805,Divorced,Employed,24000,1,0,1,0,none,no,"75,083$ of the 255,201$ total annual expenses are inheritance fees due to the passing away of my grandfather.

My sister's financial aid (joining as a new student next fall) was not processed.",applicable,0,priority 4,0,Good Standing
FA,1036,F,Lebanon,North,Food Technology,GR,No,No,,,6246,Married,Employed,24000,Married,UnEmployed,0,1,0,0,0,blom bank educational support,yes,none,non applicable,0,priority 4,0,Good Standing
FA,1037,F,Lebanon,South,Nursing,UG,No,Yes,,,8764,Married,Employed,14000,Married,Employed,28200,0,0,1,0,none,no,none,non applicable,30,priority 3,0,Good Standing
FA,1038,F,Lebanon,Beirut,Education/Elementary,UG,No,Yes,,,10965,Married,Employed,24000,Married,UnEmployed,0,0,1,0,26400,my sibling in LAU has financial aid,yes,none,non applicable,70,priority 1,1,Good Standing
FA,1039,F,Lebanon,Beirut,Education/Elementary,UG,No,Yes,,,8772,Married,Employed,47745,Married,Never Worked,0,0,0,3,0,none,no,none,non applicable,70,priority 1,1,Good Standing
FA,1040,F,Lebanon,Mount Lebanon,Industrial Engineering,UG,No,Yes,,,13110,Married,Employed,48000,Married,Never Worked,0,0,1,0,0,educational benefit,yes,none,non applicable,25,priority 3,0,Good Standing
FA,1041,F,Lebanon,Mount Lebanon,Psychology,UG,No,Yes,,,10965,Married,Employed,44686,Married,Employed,33185,1,0,1,0,none,no,MY FATHER HAS A MAJOR HEART PROBLEM AND HAD A PACEMAKER INSTALLED; THIS IS LIMITING HIS TRAVELS AND HIS JOB. ALONG WITH THE DOCUMENTS I HAVE ATTACHED HIS IMPLANTED DEVICE ID.,applicable,40,priority 2,1,Good Standing
